年月日,空知,石狩,後志,胆振,日高,渡島,檜山,上川,留萌,宗谷,オホーツク,十勝,釧路,根室,道外他,非公表,重複削除,日計,ここから右は北海道発表分のみ,年月日再掲,空知.道.,石狩.道.,後志.道.,胆振.道.,日高.道.,渡島.道.,檜山.道.,上川.道.,留萌.道.,宗谷.道.,オホーツク.道.,十勝.道.,釧路.道.,根室.道.,道外他.道.,日計.道.,備考
2022-01-26,61,1177,70,92,15,177,1,152,5,26,91,56,125,11,27,5,0,2091,"",2022-01-26,61,229,29,92,15,34,1,61,5,26,91,56,125,11,25,861,""
2022-01-27,89,1855,61,144,10,249,3,129,12,53,53,69,107,7,8,7,0,2856,"",2022-01-27,89,273,24,144,10,35,3,43,12,53,53,69,107,7,7,929,""
2022-01-28,101,1714,94,137,18,187,1,165,3,35,68,90,130,17,13,2,0,2775,"",2022-01-28,101,285,55,137,18,28,1,69,3,35,68,90,130,17,13,1050,""
2022-01-29,86,1962,76,139,9,192,2,185,5,30,51,67,157,14,18,9,0,3002,"",2022-01-29,86,336,35,139,9,20,2,87,5,30,51,67,157,14,15,1053,""
2022-01-30,73,1923,81,108,10,132,0,168,0,22,60,46,112,28,13,6,0,2782,"",2022-01-30,73,238,44,108,10,24,0,59,0,22,60,46,112,28,12,836,""
2022-01-31,81,1420,77,175,7,100,0,132,6,21,39,35,144,16,9,4,0,2266,"",2022-01-31,81,309,38,175,7,23,0,30,6,21,39,35,144,16,9,933,""
2022-02-01,106,1673,75,132,20,208,3,163,8,33,43,65,92,25,7,7,0,2660,"",2022-02-01,106,210,30,132,20,38,3,47,8,33,43,65,92,25,6,858,""
2022-02-02,238,2197,79,188,24,250,2,258,4,30,76,117,83,24,11,6,0,3587,"",2022-02-02,238,385,26,188,24,49,2,81,4,30,76,117,83,24,11,1338,""
2022-02-03,110,2522,95,131,14,249,3,241,5,26,79,146,117,32,11,7,0,3788,"",2022-02-03,110,295,30,131,14,34,3,105,5,26,79,146,117,32,11,1138,""
2022-02-04,98,2293,121,168,29,258,4,196,11,29,75,118,110,16,16,1,0,3543,"",2022-02-04,98,320,71,168,29,58,4,76,11,29,75,118,110,16,15,1198,""
2022-02-05,106,2683,112,202,12,251,2,239,5,23,81,135,134,24,30,7,0,4046,"",2022-02-05,106,321,54,202,12,50,2,61,5,23,81,135,134,24,29,1239,""
2022-02-06,52,2265,95,241,19,205,1,186,0,11,64,138,139,25,14,9,0,3464,"",2022-02-06,52,348,38,241,19,45,1,47,0,11,64,138,139,25,13,1181,""
2022-02-07,74,1691,83,199,12,171,0,136,0,12,48,92,133,9,16,11,0,2687,"",2022-02-07,74,282,53,199,12,60,0,19,0,12,48,92,133,9,16,1009,""
2022-02-08,111,1623,98,195,28,219,2,233,2,24,52,91,163,13,15,9,0,2878,2022-03-04修正済（胆振1名減）,2022-02-08,111,300,26,195,28,32,2,69,2,24,52,91,163,13,14,1122,2022-03-04修正済（胆振1名減）
2022-02-09,130,2074,108,215,15,299,6,291,3,17,84,118,186,33,13,14,0,3606,"",2022-02-09,130,356,50,215,15,72,6,98,3,17,84,118,186,33,12,1395,""
2022-02-10,103,2656,117,256,26,235,4,250,1,25,62,153,169,14,18,8,0,4097,"",2022-02-10,103,462,37,256,26,66,4,90,1,25,62,153,169,14,15,1483,""
2022-02-11,118,2333,115,190,30,213,5,211,2,11,65,171,168,26,16,9,0,3683,"",2022-02-11,118,388,51,190,30,68,5,76,2,11,65,171,168,26,15,1384,""
2022-02-12,32,2064,126,260,10,238,2,195,1,8,51,149,103,23,12,6,0,3280,"",2022-02-12,32,414,72,260,10,97,2,61,1,8,51,149,103,23,12,1295,""
2022-02-13,64,1610,102,159,22,244,4,173,1,12,30,140,102,16,11,2,0,2692,"",2022-02-13,64,382,72,159,22,80,4,32,1,12,30,140,102,16,10,1126,""
2022-02-14,53,1380,93,197,15,174,0,118,0,11,27,77,78,12,9,8,0,2252,"",2022-02-14,53,231,35,197,15,87,0,26,0,11,27,77,78,12,8,857,""
2022-02-15,107,1263,101,164,26,248,2,170,2,21,36,52,60,18,8,4,0,2282,"",2022-02-15,107,272,14,164,26,66,2,29,2,21,36,52,60,18,7,876,""
2022-02-16,64,1689,121,173,19,253,1,171,3,11,41,141,90,20,7,11,0,2815,"",2022-02-16,64,316,58,173,19,63,1,51,3,11,41,141,90,20,4,1055,""
2022-02-17,106,2545,95,187,21,222,8,144,4,13,29,158,68,14,12,2,0,3628,"",2022-02-17,106,395,29,187,21,61,8,75,4,13,29,158,68,14,12,1180,""
2022-02-18,62,1551,98,182,18,282,4,168,4,7,24,159,71,13,6,7,0,2656,"",2022-02-18,62,220,43,182,18,119,4,46,4,7,24,159,71,13,6,978,""
2022-02-19,100,1789,88,203,29,170,4,151,8,9,32,124,69,8,11,2,0,2797,"",2022-02-19,100,262,35,203,29,67,4,55,8,9,32,124,69,8,8,1013,""
2022-02-20,46,1499,93,128,12,142,2,138,3,13,37,122,72,9,11,6,0,2333,旭川市修正発表の修正済み（上川1名減）,2022-02-20,46,271,17,128,12,41,2,42,3,13,37,122,72,9,10,825,""
2022-02-21,55,1212,68,152,2,72,0,122,0,4,29,129,61,5,7,6,0,1924,"",2022-02-21,55,197,30,152,2,36,0,35,0,4,29,129,61,5,7,742,""
2022-02-22,82,1170,89,112,21,155,4,168,2,9,38,144,32,7,3,4,0,2040,2022-03-04修正済（道外他1名減）,2022-02-22,82,177,21,112,21,43,4,43,2,9,38,144,32,7,3,738,2022-03-04修正済（道外他1名減）
2022-02-23,93,1397,97,108,22,171,1,196,4,11,49,141,82,6,10,5,0,2393,"",2022-02-23,93,221,24,108,22,47,1,85,4,11,49,141,82,6,8,902,""
2022-02-24,105,1792,76,146,4,105,0,111,2,1,27,155,64,12,16,5,0,2621,"",2022-02-24,105,321,36,146,4,38,0,58,2,1,27,155,64,12,14,983,""
2022-02-25,84,957,94,113,20,129,1,124,2,25,39,217,100,13,8,3,0,1929,2022-02-26修正済（胆振1名減）,2022-02-25,84,206,17,113,20,32,1,52,2,25,39,217,100,13,8,929,2022-02-26修正済（胆振1名減）
2022-02-26,78,1557,74,120,6,162,3,186,3,7,37,120,78,13,18,6,0,2468,"",2022-02-26,78,228,29,120,6,52,3,67,3,7,37,120,78,13,12,853,""
2022-02-27,51,1676,74,124,6,97,1,168,0,13,23,121,90,9,7,2,0,2462,2022-03-04修正済（石狩1名減）,2022-02-27,51,287,32,124,6,35,1,37,0,13,23,121,90,9,6,835,2022-03-04修正済（石狩1名減）
2022-02-28,26,986,65,131,6,71,0,90,0,4,16,157,31,9,6,5,0,1603,2022-03-04修正済（石狩2名減）,2022-02-28,26,154,38,131,6,21,0,32,0,4,16,157,31,9,4,629,2022-03-04修正済（石狩2名減）
2022-03-01,94,850,55,50,4,121,1,155,2,5,27,51,48,5,9,3,0,1480,"",2022-03-01,94,183,15,50,4,34,1,30,2,5,27,51,48,5,8,557,""
2022-03-02,84,1353,86,85,12,145,3,171,0,4,35,148,90,8,3,5,0,2232,"",2022-03-02,84,168,18,85,12,36,3,46,0,4,35,148,90,8,3,740,""
2022-03-03,95,1429,90,128,9,81,7,144,0,11,31,191,74,4,8,3,0,2305,"",2022-03-03,95,188,50,128,9,20,7,39,0,11,31,191,74,4,8,855,""
2022-03-04,59,1085,85,85,13,89,2,177,5,2,27,143,56,11,5,3,0,1847,"",2022-03-04,59,186,26,85,13,27,2,31,5,2,27,143,56,11,1,674,""
2022-03-05,46,898,86,99,6,109,11,135,3,7,37,105,65,7,9,4,0,1627,"",2022-03-05,46,128,42,99,6,17,11,39,3,7,37,105,65,7,6,618,""
2022-03-06,25,1165,59,129,3,98,8,105,17,4,27,96,42,6,14,5,0,1803,2022-03-08修正済（空知1名減）,2022-03-06,25,134,27,129,3,32,8,29,17,4,27,96,42,6,14,593,2022-03-08修正済（空知1名減）
2022-03-07,10,605,66,86,9,66,1,101,15,0,12,79,44,7,5,0,0,1106,"",2022-03-07,10,75,30,86,9,22,1,18,15,0,12,79,44,7,4,412,""
2022-03-08,51,623,90,60,8,104,0,195,12,4,30,62,70,8,3,9,0,1329,"",2022-03-08,51,112,19,60,8,30,0,46,12,4,30,62,70,8,3,515,""
2022-03-09,44,1111,91,106,10,133,0,213,7,5,37,122,85,12,5,4,0,1985,"",2022-03-09,44,161,36,106,10,48,0,86,7,5,37,122,85,12,5,764,""
2022-03-10,53,1163,84,128,8,124,9,194,18,6,30,121,63,6,12,6,0,2025,"",2022-03-10,53,173,36,128,8,49,9,68,18,6,30,121,63,6,6,774,""
2022-03-11,26,982,93,81,7,76,1,180,13,7,16,106,42,7,5,2,0,1644,"",2022-03-11,26,194,19,81,7,13,1,63,13,7,16,106,42,7,3,598,""
2022-03-12,40,954,64,117,10,102,2,191,8,3,19,122,53,7,4,5,0,1701,"",2022-03-12,40,172,26,117,10,25,2,67,8,3,19,122,53,7,4,675,""
2022-03-13,25,838,40,109,4,104,1,147,6,0,5,99,47,6,8,2,0,1441,"",2022-03-13,25,141,12,109,4,18,1,59,6,0,5,99,47,6,6,538,""
2022-03-14,27,637,45,79,4,78,1,92,2,2,12,27,28,2,4,2,0,1042,"",2022-03-14,27,138,18,79,4,17,1,18,2,2,12,27,28,2,2,377,""
2022-03-15,66,551,73,84,8,122,2,182,1,7,19,30,23,12,15,1,0,1196,"",2022-03-15,66,119,5,84,8,21,2,51,1,7,19,30,23,12,14,462,""
2022-03-16,43,1172,99,127,2,97,2,205,4,4,20,106,37,4,8,3,0,1933,"",2022-03-16,43,195,24,127,2,16,2,74,4,4,20,106,37,4,6,664,""
2022-03-17,28,1156,83,98,7,79,0,170,2,0,12,123,48,10,6,2,0,1824,"",2022-03-17,28,234,30,98,7,13,0,61,2,0,12,123,48,10,5,671,""
2022-03-18,49,1038,68,122,10,85,1,121,3,1,28,95,74,10,8,1,0,1714,"",2022-03-18,49,219,30,122,10,20,1,38,3,1,28,95,74,10,5,705,""
2022-03-19,49,944,88,117,8,85,0,121,1,2,24,73,59,8,6,1,0,1586,"",2022-03-19,49,171,17,117,8,20,0,41,1,2,24,73,59,8,6,596,""
2022-03-20,33,979,66,106,2,74,0,112,0,1,14,74,35,13,7,3,0,1519,"",2022-03-20,33,216,29,106,2,20,0,38,0,1,14,74,35,13,5,586,""
2022-03-21,30,592,31,72,1,81,0,83,0,1,8,74,18,5,9,4,0,1009,"",2022-03-21,30,98,7,72,1,38,0,19,0,1,8,74,18,5,6,377,""
2022-03-22,23,561,44,73,4,34,1,57,1,0,16,28,27,6,4,6,0,885,"",2022-03-22,23,118,21,73,4,15,1,21,1,0,16,28,27,6,2,356,""
2022-03-23,60,718,44,54,8,97,4,142,0,4,24,32,25,3,6,3,0,1224,"",2022-03-23,60,141,24,54,8,19,4,42,0,4,24,32,25,3,6,446,""
2022-03-24,86,1229,60,123,11,123,4,173,5,4,36,124,44,9,12,5,0,2048,"",2022-03-24,86,195,37,123,11,36,4,69,5,4,36,124,44,9,9,792,""
2022-03-25,63,1375,56,107,14,108,1,165,5,1,26,179,29,4,1,4,0,2138,"",2022-03-25,63,234,29,107,14,37,1,52,5,1,26,179,29,4,1,782,""
2022-03-26,38,1058,49,98,7,81,1,124,6,2,17,158,50,2,6,3,0,1700,2022-03-28修正済（上川1名減）,2022-03-26,38,172,32,98,7,21,1,29,6,2,17,158,50,2,4,637,""
2022-03-27,34,919,78,100,10,93,0,73,2,1,26,113,36,2,8,2,0,1497,"",2022-03-27,34,96,53,100,10,45,0,26,2,1,26,113,36,2,8,552,""
2022-03-28,30,677,36,85,9,45,0,84,1,7,17,176,23,0,5,5,0,1200,"",2022-03-28,30,159,34,85,9,13,0,18,1,7,17,176,23,0,2,574,""
2022-03-29,68,705,38,67,42,111,0,170,3,12,33,65,32,3,9,9,0,1367,"",2022-03-29,68,138,13,67,42,40,0,24,3,12,33,65,32,3,5,545,""
2022-03-30,40,1123,64,129,47,156,1,150,3,17,30,125,69,1,17,7,0,1979,"",2022-03-30,40,175,35,129,47,69,1,62,3,17,30,125,69,1,14,817,""
2022-03-31,72,1218,48,156,25,140,3,160,1,7,36,141,81,3,13,2,0,2106,"",2022-03-31,72,182,27,156,25,75,3,49,1,7,36,141,81,3,11,869,""
2022-04-01,79,1066,64,174,26,126,2,183,0,10,41,151,93,3,7,8,0,2033,"",2022-04-01,79,187,31,174,26,68,2,39,0,10,41,151,93,3,7,911,""
2022-04-02,67,1143,76,128,19,127,1,145,1,2,35,147,77,2,8,7,0,1985,"",2022-04-02,67,180,50,128,19,75,1,54,1,2,35,147,77,2,6,844,""
2022-04-03,40,1162,45,139,9,95,0,113,0,6,44,116,57,0,16,3,0,1845,"",2022-04-03,40,191,28,139,9,50,0,38,0,6,44,116,57,0,13,731,""
2022-04-04,53,785,29,155,27,121,0,91,0,0,29,190,87,2,6,2,0,1577,"",2022-04-04,53,147,24,155,27,59,0,24,0,0,29,190,87,2,4,801,""
2022-04-05,97,773,36,58,20,171,3,174,0,9,66,108,54,3,12,5,0,1589,"",2022-04-05,97,131,7,58,20,90,3,45,0,9,66,108,54,3,10,701,""
2022-04-06,118,1381,43,159,13,166,1,199,0,14,99,76,67,11,15,8,0,2370,"",2022-04-06,118,178,11,159,13,68,1,57,0,14,99,76,67,11,12,884,""
2022-04-07,71,1396,76,139,21,160,4,203,0,17,99,89,48,13,6,4,0,2346,"",2022-04-07,71,206,26,139,21,70,4,57,0,17,99,89,48,13,6,866,""
2022-04-08,78,1249,69,119,22,133,2,191,0,17,76,142,91,12,10,5,0,2216,"",2022-04-08,78,193,20,119,22,57,2,58,0,17,76,142,91,12,10,897,""
2022-04-09,84,1279,77,155,19,126,3,168,0,15,84,190,53,8,8,4,0,2273,2022-04-23修正済（石狩1名減）,2022-04-09,84,218,23,155,19,40,3,55,0,15,84,190,53,8,4,951,2022-04-23修正済（石狩1名減）
2022-04-10,59,1171,36,192,10,124,0,156,0,6,77,194,101,14,4,1,0,2145,"",2022-04-10,59,190,9,192,10,43,0,42,0,6,77,194,101,14,4,941,""
2022-04-11,43,779,27,133,5,72,2,102,0,13,58,196,104,6,7,3,0,1550,"",2022-04-11,43,147,16,133,5,25,2,10,0,13,58,196,104,6,6,764,""
2022-04-12,111,849,81,116,24,109,3,193,0,31,119,146,80,28,4,11,0,1905,"",2022-04-12,111,141,12,116,24,16,3,38,0,31,119,146,80,28,3,868,""
2022-04-13,148,1402,122,195,19,187,5,246,3,22,142,126,67,15,5,9,0,2713,"",2022-04-13,148,153,19,195,19,60,5,86,3,22,142,126,67,15,3,1063,""
2022-04-14,117,1569,90,173,25,146,3,198,10,21,158,142,81,20,10,5,0,2768,"",2022-04-14,117,228,20,173,25,47,3,64,10,21,158,142,81,20,9,1118,""
2022-04-15,121,1365,78,156,12,136,3,203,6,11,142,214,106,40,10,1,0,2604,2022-04-16修正済（空知1名減）,2022-04-15,121,182,21,156,12,50,3,53,6,11,142,214,106,40,7,1124,2022-04-16修正済（空知1名減）
2022-04-16,112,1352,42,140,11,162,6,187,7,13,150,140,97,33,5,0,0,2457,"",2022-04-16,112,205,10,140,11,65,6,44,7,13,150,140,97,33,4,1037,""
2022-04-17,88,1144,37,153,15,112,3,169,9,7,144,140,56,30,3,3,0,2113,"",2022-04-17,88,135,13,153,15,43,3,29,9,7,144,140,56,30,0,865,""
2022-04-18,88,847,37,135,1,71,4,126,1,8,100,252,63,27,4,2,0,1766,"",2022-04-18,88,184,27,135,1,20,4,8,1,8,100,252,63,27,3,921,""
2022-04-19,82,873,67,49,8,147,20,290,7,11,117,280,62,44,7,3,0,2067,"",2022-04-19,82,186,20,49,8,38,20,34,7,11,117,280,62,44,6,964,""
2022-04-20,162,1453,69,145,11,167,13,343,7,21,148,356,97,43,18,5,0,3058,"",2022-04-20,162,247,32,145,11,52,13,50,7,21,148,356,97,43,15,1399,""
2022-04-21,96,1818,105,194,26,122,17,268,2,7,151,182,100,34,8,2,0,3132,"",2022-04-21,96,317,53,194,26,45,17,47,2,7,151,182,100,34,8,1279,""
2022-04-22,105,1551,79,182,15,140,21,299,2,4,106,189,105,32,5,10,0,2845,"",2022-04-22,105,285,35,182,15,32,21,30,2,4,106,189,105,32,4,1147,""
2022-04-23,125,1414,79,221,23,99,10,313,6,1,100,218,121,39,12,4,0,2785,"",2022-04-23,125,244,45,221,23,22,10,51,6,1,100,218,121,39,12,1238,""
2022-04-24,62,1539,61,153,21,98,3,284,2,0,117,175,96,15,3,4,0,2633,"",2022-04-24,62,286,28,153,21,35,3,53,2,0,117,175,96,15,2,1048,""
2022-04-25,53,890,55,195,12,86,1,134,2,1,69,244,99,13,12,1,0,1867,"",2022-04-25,53,174,42,195,12,27,1,11,2,1,69,244,99,13,11,954,""
2022-04-26,123,748,79,187,30,139,10,367,7,4,76,273,52,25,8,4,0,2132,"",2022-04-26,123,151,39,187,30,24,10,26,7,4,76,273,52,25,8,1035,""
2022-04-27,204,1511,122,174,14,196,9,400,6,4,112,244,120,27,11,5,0,3159,"",2022-04-27,204,218,50,174,14,48,9,81,6,4,112,244,120,27,10,1321,""
2022-04-28,119,1587,119,203,39,160,14,371,3,5,144,264,100,21,9,1,0,3159,"",2022-04-28,119,296,60,203,39,66,14,53,3,5,144,264,100,21,8,1395,""
2022-04-29,144,1446,134,221,31,117,8,291,2,20,116,233,134,18,8,4,0,2927,"",2022-04-29,144,238,48,221,31,36,8,48,2,20,116,233,134,18,7,1304,""
2022-04-30,64,1338,81,218,23,88,4,176,0,2,73,324,83,14,8,6,0,2502,"",2022-04-30,64,228,41,218,23,42,4,22,0,2,73,324,83,14,6,1144,""
2022-05-01,56,783,67,151,7,81,3,214,0,4,41,310,103,27,5,2,0,1854,"",2022-05-01,56,144,16,151,7,26,3,19,0,4,41,310,103,27,5,912,""
2022-05-02,70,792,24,165,23,61,7,191,1,7,52,309,72,24,6,1,0,1805,"",2022-05-02,70,219,13,165,23,14,7,33,1,7,52,309,72,24,5,1014,""
2022-05-03,129,577,95,131,32,113,11,345,0,14,61,86,78,28,15,3,0,1718,"",2022-05-03,129,172,15,131,32,24,11,80,0,14,61,86,78,28,11,872,""
2022-05-04,126,978,64,79,31,126,30,215,3,7,78,204,88,31,19,11,0,2090,"",2022-05-04,126,196,22,79,31,41,30,68,3,7,78,204,88,31,16,1020,""
2022-05-05,73,967,39,152,16,105,5,130,2,3,35,205,81,17,21,3,0,1854,"",2022-05-05,73,204,21,152,16,20,5,37,2,3,35,205,81,17,18,889,""
2022-05-06,64,756,57,145,33,91,6,132,0,7,38,204,83,25,23,4,0,1668,"",2022-05-06,64,137,28,145,33,22,6,23,0,7,38,204,83,25,22,837,""
2022-05-07,109,929,101,82,38,192,9,317,5,21,77,112,64,32,11,13,0,2112,"",2022-05-07,109,143,31,82,38,43,9,73,5,21,77,112,64,32,11,850,""
2022-05-08,100,1690,134,186,49,247,6,282,4,12,106,168,70,17,28,16,0,3115,"",2022-05-08,100,314,55,186,49,51,6,75,4,12,106,168,70,17,16,1229,""
2022-05-09,87,1410,54,184,33,177,3,148,3,18,70,215,89,21,33,11,0,2556,"",2022-05-09,87,223,25,184,33,33,3,43,3,18,70,215,89,21,28,1075,""
2022-05-10,97,841,87,213,63,240,8,316,20,18,76,233,145,24,14,5,0,2400,"",2022-05-10,97,217,18,213,63,50,8,65,20,18,76,233,145,24,10,1257,""
2022-05-11,139,1536,122,208,34,277,13,351,7,16,143,202,135,20,29,27,0,3259,"",2022-05-11,139,227,46,208,34,83,13,81,7,16,143,202,135,20,20,1374,""
2022-05-12,94,1620,97,290,35,237,10,274,3,15,96,212,159,25,6,3,0,3176,"",2022-05-12,94,344,40,290,35,65,10,68,3,15,96,212,159,25,5,1461,""
2022-05-13,96,1467,59,283,34,213,10,325,4,14,97,181,201,24,12,13,0,3033,2022-06-07修正済（釧路1名減）,2022-05-13,96,257,16,283,34,54,10,75,4,14,97,181,201,24,7,1353,2022-06-07修正済（釧路1名減）
2022-05-14,84,1236,95,291,30,210,26,291,5,12,107,197,149,23,10,5,0,2771,"",2022-05-14,84,237,23,291,30,55,26,76,5,12,107,197,149,23,6,1321,""
2022-05-15,40,1304,43,254,44,159,21,215,0,11,73,132,149,22,15,6,0,2488,"",2022-05-15,40,197,17,254,44,44,21,45,0,11,73,132,149,22,11,1060,""
2022-05-16,38,1040,32,247,41,105,13,142,3,15,88,116,97,28,6,10,0,2021,"",2022-05-16,38,177,15,247,41,13,13,47,3,15,88,116,97,28,5,943,""
2022-05-17,89,628,65,279,26,156,9,320,13,36,66,64,117,24,8,4,0,1904,"",2022-05-17,89,168,7,279,26,46,9,71,13,36,66,64,117,24,7,1022,""
2022-05-18,101,1262,77,176,33,193,12,331,10,45,171,125,90,35,8,8,0,2677,"",2022-05-18,101,180,10,176,33,41,12,84,10,45,171,125,90,35,8,1121,""
2022-05-19,91,1418,84,190,41,190,15,304,9,18,101,175,119,37,8,11,0,2811,"",2022-05-19,91,275,12,190,41,76,15,81,9,18,101,175,119,37,6,1246,""
2022-05-20,72,1222,53,224,43,188,19,231,10,18,124,151,130,49,7,12,0,2553,"",2022-05-20,72,236,8,224,43,60,19,59,10,18,124,151,130,49,7,1210,""
2022-05-21,71,1078,42,245,20,127,14,198,4,18,107,137,118,51,5,5,0,2240,"",2022-05-21,71,182,12,245,20,32,14,56,4,18,107,137,118,51,5,1072,""
2022-05-22,56,1119,60,146,11,140,5,184,2,9,79,125,82,36,6,5,0,2065,"",2022-05-22,56,166,19,146,11,43,5,40,2,9,79,125,82,36,5,824,""
2022-05-23,36,811,21,108,30,81,5,98,0,3,59,65,100,40,7,4,0,1468,"",2022-05-23,36,172,14,108,30,12,5,6,0,3,59,65,100,40,4,654,""
2022-05-24,75,453,55,116,12,160,3,205,7,5,78,67,75,49,7,2,0,1369,"",2022-05-24,75,101,5,116,12,36,3,21,7,5,78,67,75,49,5,655,""
2022-05-25,72,1069,67,108,15,186,9,216,5,9,74,125,68,52,14,5,0,2094,"",2022-05-25,72,196,11,108,15,58,9,36,5,9,74,125,68,52,12,850,""
2022-05-26,44,1104,45,133,22,107,6,163,4,6,61,151,55,39,5,5,0,1950,"",2022-05-26,44,152,13,133,22,35,6,22,4,6,61,151,55,39,4,747,""
2022-05-27,61,849,47,104,9,106,10,135,1,13,64,135,41,37,7,5,0,1624,"",2022-05-27,61,143,18,104,9,26,10,34,1,13,64,135,41,37,6,702,""
2022-05-28,41,776,22,148,7,104,5,148,2,11,55,126,41,19,8,2,0,1515,"",2022-05-28,41,122,6,148,7,27,5,27,2,11,55,126,41,19,8,645,""
2022-05-29,27,721,28,81,8,87,4,109,0,1,37,70,38,23,3,4,0,1241,"",2022-05-29,27,91,8,81,8,19,4,18,0,1,37,70,38,23,3,428,""
2022-05-30,22,532,12,79,7,35,2,65,0,0,35,66,26,8,3,2,0,894,"",2022-05-30,22,75,4,79,7,9,2,14,0,0,35,66,26,8,0,347,""
2022-05-31,32,332,38,63,13,96,10,156,9,7,51,32,26,24,11,3,0,903,"",2022-05-31,32,90,15,63,13,23,10,22,9,7,51,32,26,24,11,428,""
2022-06-01,36,588,50,99,14,112,12,101,7,2,38,121,31,19,4,6,0,1240,"",2022-06-01,36,115,11,99,14,28,12,36,7,2,38,121,31,19,4,573,""
2022-06-02,40,674,24,88,11,70,8,75,3,5,42,122,36,5,11,1,0,1215,"",2022-06-02,40,104,5,88,11,32,8,18,3,5,42,122,36,5,10,529,""
2022-06-03,22,524,17,73,12,55,4,85,3,3,57,123,38,19,2,1,0,1038,"",2022-06-03,22,88,3,73,12,16,4,12,3,3,57,123,38,19,2,475,""
2022-06-04,23,485,18,65,4,76,8,76,2,3,31,76,24,5,1,2,0,899,"",2022-06-04,23,98,5,65,4,19,8,24,2,3,31,76,24,5,1,388,""
2022-06-05,7,494,15,72,11,73,1,71,2,1,42,82,29,6,1,3,0,910,"",2022-06-05,7,76,9,72,11,9,1,17,2,1,42,82,29,6,1,365,""
2022-06-06,14,352,1,50,4,29,18,45,2,0,35,72,15,7,3,2,0,649,"",2022-06-06,14,63,1,50,4,6,18,10,2,0,35,72,15,7,3,300,""
2022-06-07,27,242,22,66,13,75,8,115,1,3,43,38,31,9,4,4,0,701,"",2022-06-07,27,73,2,66,13,15,8,16,1,3,43,38,31,9,1,346,""
2022-06-08,19,548,39,80,11,94,6,120,1,1,100,134,43,14,6,5,0,1221,"",2022-06-08,19,106,7,80,11,15,6,19,1,1,100,134,43,14,6,562,""
2022-06-09,19,463,27,56,4,61,11,108,1,1,78,110,38,12,2,1,0,992,"",2022-06-09,19,67,5,56,4,20,11,16,1,1,78,110,38,12,2,440,""
2022-06-10,7,465,23,73,13,83,4,103,1,4,45,54,37,22,8,0,0,942,"",2022-06-10,7,69,5,73,13,12,4,19,1,4,45,54,37,22,3,368,""
2022-06-11,16,426,24,56,9,69,5,102,3,0,75,62,11,8,6,0,0,872,"",2022-06-11,16,75,6,56,9,18,5,26,3,0,75,62,11,8,4,374,""
2022-06-12,8,463,17,53,9,39,4,82,4,0,56,40,23,7,4,3,0,812,"",2022-06-12,8,58,2,53,9,11,4,14,4,0,56,40,23,7,4,293,""
2022-06-13,8,304,4,59,4,16,2,35,0,0,45,31,11,8,8,1,0,536,"",2022-06-13,8,42,3,59,4,6,2,3,0,0,45,31,11,8,8,230,""
2022-06-14,13,219,18,48,9,66,5,101,10,4,55,34,19,14,3,3,0,621,"",2022-06-14,13,33,2,48,9,11,5,9,10,4,55,34,19,14,3,269,""
2022-06-15,22,451,21,98,6,80,18,101,4,2,60,78,10,7,6,1,0,965,"",2022-06-15,22,58,11,98,6,18,18,22,4,2,60,78,10,7,6,420,""
2022-06-16,18,436,21,62,8,76,4,86,12,4,73,65,25,4,8,0,0,902,"",2022-06-16,18,49,14,62,8,20,4,20,12,4,73,65,25,4,6,384,""
2022-06-17,17,408,19,54,6,55,4,68,4,9,44,73,26,5,2,1,0,795,"",2022-06-17,17,60,15,54,6,21,4,23,4,9,44,73,26,5,1,362,""
2022-06-18,10,345,12,51,7,52,14,70,8,3,53,41,14,2,8,2,0,692,"",2022-06-18,10,35,7,51,7,23,14,18,8,3,53,41,14,2,6,292,""
2022-06-19,4,402,17,50,4,37,9,63,4,1,28,54,23,2,3,2,0,703,"",2022-06-19,4,56,10,50,4,10,9,8,4,1,28,54,23,2,2,265,""
2022-06-20,5,226,18,36,8,40,3,35,2,0,23,18,17,1,1,1,0,434,"",2022-06-20,5,22,16,36,8,11,3,1,2,0,23,18,17,1,1,164,""
2022-06-21,23,162,15,33,10,61,4,70,6,1,43,10,26,5,4,0,0,473,"",2022-06-21,23,38,5,33,10,21,4,15,6,1,43,10,26,5,3,243,""
2022-06-22,21,375,23,45,8,55,1,59,4,1,40,56,33,0,1,1,0,723,"",2022-06-22,21,59,13,45,8,17,1,12,4,1,40,56,33,0,1,311,""
2022-06-23,21,394,9,31,23,60,3,68,3,8,59,46,23,3,2,0,0,753,"",2022-06-23,21,63,7,31,23,19,3,17,3,8,59,46,23,3,0,326,""
2022-06-24,34,319,11,45,14,58,1,64,1,8,49,40,21,2,5,1,0,673,"",2022-06-24,34,65,5,45,14,21,1,6,1,8,49,40,21,2,4,316,""
2022-06-25,35,315,9,27,15,38,4,50,6,3,44,16,14,3,2,4,0,585,"",2022-06-25,35,60,5,27,15,14,4,5,6,3,44,16,14,3,2,253,""
2022-06-26,23,270,4,38,7,37,6,45,6,7,43,33,15,8,6,2,0,550,"",2022-06-26,23,51,2,38,7,11,6,3,6,7,43,33,15,8,5,258,""
2022-06-27,16,208,2,9,4,7,1,28,0,1,7,13,10,7,5,0,0,318,"",2022-06-27,16,36,2,9,4,2,1,0,0,1,7,13,10,7,4,112,""
