公表_年月日,X10歳未満,X10歳代,X20歳代,X30歳代,X40歳代,X50歳代,X60歳代,X70歳代,X80歳代,X90歳代以上,非公表,重複削除,日計,ここから右は北海道発表分のみ,年月日再掲,X10歳未満.道.,X10歳代.道.,X20歳代.道.,X30歳代.道.,X40歳代.道.,X50歳代.道.,X60歳代.道.,X70歳代.道.,X80歳代.道.,X90歳代以上.道.,非公表.道.,日計.道.,備考
2021-12-20,1,0,1,5,0,1,1,1,1,1,2,0,14,"",2021-12-20,0,0,1,3,0,0,0,0,0,0,0,4,""
2021-12-21,0,2,4,3,0,1,0,0,3,0,2,0,15,"",2021-12-21,0,0,2,1,0,1,0,0,0,0,0,4,""
2021-12-22,0,0,7,7,2,2,1,3,4,2,1,0,29,"",2021-12-22,0,0,0,0,0,0,0,0,2,0,0,2,""
2021-12-23,1,0,5,9,3,3,0,1,0,0,4,0,26,"",2021-12-23,0,0,1,2,0,0,0,0,0,0,0,3,""
2021-12-24,0,0,2,2,0,2,2,1,1,0,2,0,12,"",2021-12-24,0,0,2,0,0,1,0,0,0,0,0,3,""
2021-12-25,0,0,2,0,2,1,4,3,4,2,4,0,22,"",2021-12-25,0,0,0,0,0,1,0,1,0,0,0,2,""
2021-12-26,0,1,5,1,3,2,0,1,2,1,6,0,22,"",2021-12-26,0,1,1,0,1,0,0,0,0,0,0,3,""
2021-12-27,0,0,3,3,0,1,0,0,2,0,2,0,11,"",2021-12-27,0,0,0,0,0,0,0,0,0,0,0,0,""
2021-12-28,0,1,1,4,2,1,1,0,0,0,10,0,20,"",2021-12-28,0,1,0,0,1,0,0,0,0,0,0,2,""
2021-12-29,3,5,2,6,4,0,0,2,0,0,4,0,26,"",2021-12-29,2,1,0,1,0,0,0,1,0,0,0,5,""
2021-12-30,4,4,4,4,0,0,3,0,0,1,12,0,32,"",2021-12-30,0,1,0,3,0,0,2,0,0,0,0,6,""
2021-12-31,1,0,5,3,2,0,2,4,0,0,4,0,21,"",2021-12-31,1,0,3,1,0,0,1,2,0,0,0,8,""
2022-01-01,0,0,1,5,1,3,0,2,2,1,8,0,23,"",2022-01-01,0,0,0,1,1,2,0,1,1,0,0,6,""
2022-01-02,1,0,4,2,1,0,0,1,0,1,6,0,16,"",2022-01-02,0,0,3,0,0,0,0,1,0,0,0,4,""
2022-01-03,1,0,2,1,1,0,1,0,2,1,1,0,10,"",2022-01-03,0,0,0,1,0,0,1,0,1,0,0,3,""
2022-01-04,3,2,1,6,4,2,3,1,0,0,4,0,26,"",2022-01-04,3,2,1,3,3,2,2,0,0,0,0,16,""
2022-01-05,0,0,5,8,5,5,1,0,1,0,9,0,34,"",2022-01-05,0,0,1,4,2,1,0,0,0,0,0,8,""
2022-01-06,1,5,15,11,13,8,7,4,1,2,7,0,74,"",2022-01-06,0,2,10,7,8,5,6,2,0,1,0,41,""
2022-01-07,4,6,19,16,12,7,9,7,2,2,10,0,94,"",2022-01-07,1,1,14,7,5,3,5,5,2,1,0,44,""
2022-01-08,7,5,41,9,17,17,12,9,3,2,10,0,132,"",2022-01-08,5,3,26,4,9,6,7,5,2,1,0,68,""
2022-01-09,8,6,36,14,13,10,11,6,5,0,8,0,117,"",2022-01-09,5,2,22,8,4,9,9,3,3,0,0,65,""
2022-01-10,8,9,26,14,10,9,5,6,4,1,14,0,106,"",2022-01-10,6,4,14,8,3,4,2,3,3,0,0,47,""
2022-01-11,10,11,29,12,19,10,9,8,0,0,9,0,117,"",2022-01-11,5,5,14,4,9,7,2,5,0,0,0,51,""
2022-01-12,6,27,63,23,19,21,8,9,6,1,14,0,197,"",2022-01-12,4,15,32,14,13,15,4,6,4,0,0,107,""
2022-01-13,16,49,138,32,27,15,12,8,3,1,27,0,328,"",2022-01-13,8,28,70,19,14,7,9,5,0,0,0,160,""
2022-01-14,19,67,186,41,31,44,13,10,5,0,51,0,467,"",2022-01-14,15,27,94,16,19,24,12,5,3,0,0,215,""
2022-01-15,18,96,353,60,44,37,23,14,5,1,44,0,695,"",2022-01-15,13,46,110,32,22,25,11,11,4,1,0,275,""
2022-01-16,30,100,302,67,62,38,23,11,5,3,51,0,692,"",2022-01-16,16,44,122,34,40,24,16,6,4,2,0,308,""
2022-01-17,30,104,263,60,60,37,22,16,10,3,38,0,643,"",2022-01-17,12,33,81,22,28,15,15,9,9,3,0,227,""
2022-01-18,49,105,232,65,65,63,36,21,6,4,52,0,698,"",2022-01-18,36,49,92,32,38,31,21,16,3,3,0,321,""
2022-01-19,122,169,349,139,161,107,39,16,12,5,51,0,1170,"",2022-01-19,64,57,87,46,65,50,16,11,7,3,0,406,""
2022-01-20,95,221,448,199,149,127,57,38,28,20,55,0,1437,"",2022-01-20,50,83,111,76,66,60,32,17,11,9,0,515,""
2022-01-21,158,248,453,229,209,134,68,40,22,10,73,0,1644,"",2022-01-21,70,82,138,88,81,62,39,20,11,2,0,593,""
2022-01-22,161,215,451,241,192,137,78,35,35,21,39,0,1605,"",2022-01-22,86,73,130,103,84,51,29,15,17,9,0,597,""
2022-01-23,203,278,372,235,174,133,63,53,23,13,44,0,1591,"",2022-01-23,83,99,99,83,81,57,30,32,12,10,0,586,""
2022-01-24,185,284,315,202,231,154,66,38,45,39,30,0,1589,"",2022-01-24,79,133,88,78,88,63,36,16,19,22,0,622,""
2022-01-25,220,280,274,208,202,117,65,46,43,21,59,0,1535,2022-03-04修正済（50歳代1名減）,2022-01-25,124,162,101,88,108,60,32,27,16,10,0,728,2022-03-04修正済（50歳代1名減）
2022-01-26,259,403,368,284,322,171,85,50,33,23,93,0,2091,"",2022-01-26,107,193,140,115,140,68,44,21,18,15,0,861,""
2022-01-27,372,514,510,413,388,258,137,84,74,29,77,0,2856,"",2022-01-27,139,230,137,121,99,91,53,31,23,5,0,929,""
2022-01-28,361,480,476,451,412,265,128,78,51,29,44,0,2775,"",2022-01-28,140,197,163,151,147,110,53,33,31,25,0,1050,""
2022-01-29,439,518,525,472,461,253,124,95,56,13,46,0,3002,"",2022-01-29,175,209,151,153,166,97,46,32,22,2,0,1053,""
2022-01-30,417,509,388,457,452,240,118,85,47,25,44,0,2782,"",2022-01-30,124,154,93,117,154,93,41,34,18,8,0,836,""
2022-01-31,393,413,302,335,304,182,95,85,60,31,66,0,2266,"",2022-01-31,138,176,110,132,134,98,42,44,34,25,0,933,""
2022-02-01,511,481,347,384,391,209,113,87,63,25,49,0,2660,"",2022-02-01,141,191,97,119,127,69,40,37,26,11,0,858,""
2022-02-02,715,670,403,539,535,243,180,113,83,46,60,0,3587,"",2022-02-02,228,275,140,183,204,104,75,50,53,26,0,1338,""
2022-02-03,673,636,511,601,609,284,178,124,77,28,67,0,3788,"",2022-02-03,203,207,141,161,187,94,62,46,29,8,0,1138,""
2022-02-04,574,597,492,567,579,283,171,118,79,27,56,0,3543,"",2022-02-04,195,207,139,191,200,123,64,39,28,12,0,1198,""
2022-02-05,692,643,475,717,631,319,197,142,105,62,63,0,4046,"",2022-02-05,215,232,147,206,161,98,58,56,43,23,0,1239,""
2022-02-06,576,586,403,519,606,274,168,132,94,48,58,0,3464,"",2022-02-06,200,217,121,167,216,96,53,54,42,15,0,1181,""
2022-02-07,497,459,278,414,413,221,136,97,84,51,37,0,2687,"",2022-02-07,200,172,110,152,153,92,57,38,25,10,0,1009,""
2022-02-08,513,473,320,437,477,219,154,100,66,41,78,0,2878,2022-03-04修正済（20歳代1名減）,2022-02-08,223,229,138,159,164,77,68,32,18,14,0,1122,2022-03-04修正済（20歳代1名減）
2022-02-09,698,647,330,528,541,300,202,151,103,47,59,0,3606,"",2022-02-09,264,236,133,189,217,131,95,66,40,24,0,1395,""
2022-02-10,746,685,474,633,623,328,221,149,99,58,81,0,4097,2022-02-28修正済（40歳代+1、50歳代-1）,2022-02-10,278,280,158,229,220,113,72,62,46,25,0,1483,2022-02-28修正済（40歳代+1、50歳代-1）
2022-02-11,600,618,399,574,570,281,195,163,131,82,70,0,3683,"",2022-02-11,223,240,131,226,239,100,76,63,54,32,0,1384,""
2022-02-12,526,493,360,495,509,274,204,154,134,67,64,0,3280,"",2022-02-12,229,209,138,171,196,96,100,81,51,24,0,1295,""
2022-02-13,416,405,279,427,411,230,174,123,135,55,37,0,2692,"",2022-02-13,156,178,117,162,164,100,84,65,71,29,0,1126,""
2022-02-14,422,344,178,319,373,162,123,114,103,56,58,0,2252,"",2022-02-14,149,152,65,113,151,57,65,49,37,19,0,857,""
2022-02-15,371,332,238,322,373,183,129,113,91,36,94,0,2282,"",2022-02-15,160,139,101,113,143,81,57,48,26,8,0,876,""
2022-02-16,466,422,292,415,455,216,171,156,99,58,65,0,2815,"",2022-02-16,189,145,117,165,177,77,72,56,36,21,0,1055,""
2022-02-17,591,527,415,582,537,314,218,138,155,85,66,0,3628,"",2022-02-17,193,172,144,168,163,92,94,59,61,34,0,1180,""
2022-02-18,371,344,305,426,393,226,163,151,130,89,58,0,2656,"",2022-02-18,143,130,102,137,152,83,60,60,60,51,0,978,""
2022-02-19,424,401,319,411,417,241,184,157,117,69,57,0,2797,"",2022-02-19,179,147,122,152,143,94,66,55,39,16,0,1013,""
2022-02-20,397,315,302,320,315,192,143,108,109,55,77,0,2333,旭川市修正発表の修正済み（60歳代1名減）,2022-02-20,134,122,122,116,121,71,53,38,29,19,0,825,""
2022-02-21,331,327,193,231,304,129,105,106,95,63,40,0,1924,"",2022-02-21,127,122,80,83,111,49,40,43,56,31,0,742,""
2022-02-22,454,300,192,234,279,146,113,110,92,51,69,0,2040,2022-03-04修正済（30歳代1名減）,2022-02-22,143,113,79,95,96,66,45,43,37,21,0,738,2022-03-04修正済（30歳代1名減）
2022-02-23,465,339,273,316,345,176,130,112,104,60,73,0,2393,"",2022-02-23,169,140,112,116,134,66,47,43,49,26,0,902,""
2022-02-24,498,397,264,398,355,244,131,125,99,69,41,0,2621,"",2022-02-24,197,153,83,148,138,83,58,36,49,38,0,983,""
2022-02-25,373,275,172,300,275,138,110,71,79,59,77,0,1929,2022-02-26修正済（60歳代1名減）,2022-02-25,194,143,84,146,143,69,56,37,37,20,0,929,2022-02-26修正済（60歳代1名減）
2022-02-26,497,343,246,379,419,184,121,94,86,54,45,0,2468,"",2022-02-26,170,123,80,124,138,75,52,40,30,21,0,853,""
2022-02-27,472,361,253,392,380,182,123,113,88,56,42,0,2462,2022-03-04修正済（10歳代1名減）,2022-02-27,180,139,87,131,133,59,36,39,20,11,0,835,2022-03-04修正済（10歳代1名減）
2022-02-28,296,260,160,251,251,118,74,76,56,34,27,0,1603,2022-03-04修正済（40歳代1名減、50歳代1名減）,2022-02-28,128,116,56,86,96,47,25,31,29,15,0,629,2022-03-04修正済（40歳代1名減、50歳代1名減）
2022-03-01,291,231,143,234,237,96,81,58,40,27,42,0,1480,"",2022-03-01,100,96,51,86,97,43,30,23,18,13,0,557,""
2022-03-02,452,364,251,333,300,180,118,74,55,37,68,0,2232,"",2022-03-02,137,150,77,129,90,65,42,26,14,10,0,740,""
2022-03-03,460,387,238,354,326,183,92,83,85,56,41,0,2305,"",2022-03-03,154,170,80,123,133,70,33,30,31,31,0,855,""
2022-03-04,337,245,211,277,270,126,100,92,76,54,59,0,1847,"",2022-03-04,121,122,83,102,101,49,45,24,12,15,0,674,""
2022-03-05,330,243,174,251,228,116,111,67,39,23,45,0,1627,"",2022-03-05,129,119,58,84,87,44,37,30,16,14,0,618,""
2022-03-06,371,295,204,261,249,125,85,60,66,55,32,0,1803,2022-03-08修正済（70歳代1名減）,2022-03-06,136,129,64,72,83,46,31,13,10,9,0,593,2022-03-08修正済（70歳代1名減）
2022-03-07,238,179,108,167,166,79,54,37,28,14,36,0,1106,"",2022-03-07,75,85,39,65,60,37,25,13,7,6,0,412,""
2022-03-08,329,223,130,177,162,83,51,47,39,15,73,0,1329,"",2022-03-08,156,98,45,62,66,28,24,12,19,5,0,515,""
2022-03-09,449,331,239,287,297,124,74,56,53,20,55,0,1985,"",2022-03-09,190,149,92,106,111,46,31,24,13,2,0,764,""
2022-03-10,376,357,231,328,318,147,99,45,48,28,48,0,2025,"",2022-03-10,142,156,73,128,127,62,39,15,19,13,0,774,""
2022-03-11,336,228,197,259,262,120,71,50,30,16,75,0,1644,"",2022-03-11,136,110,56,92,99,44,34,17,7,3,0,598,""
2022-03-12,357,296,195,259,256,126,69,50,40,15,38,0,1701,"",2022-03-12,149,133,79,98,104,54,25,21,8,4,0,675,""
2022-03-13,329,247,174,219,220,87,48,44,19,26,28,0,1441,"",2022-03-13,150,104,61,82,71,26,14,16,8,6,0,538,""
2022-03-14,234,177,127,135,157,85,48,20,16,16,27,0,1042,"",2022-03-14,101,75,44,44,58,33,13,6,3,0,0,377,""
2022-03-15,300,185,121,179,162,76,48,28,19,10,68,0,1196,"",2022-03-15,107,92,48,81,64,29,21,14,3,3,0,462,""
2022-03-16,493,307,232,285,252,134,81,32,26,16,75,0,1933,"",2022-03-16,170,135,72,94,104,41,27,10,8,3,0,664,""
2022-03-17,436,299,216,312,268,128,57,30,20,5,53,0,1824,"",2022-03-17,172,123,75,120,93,52,22,8,3,3,0,671,""
2022-03-18,374,273,208,300,244,134,66,36,26,15,38,0,1714,"",2022-03-18,147,127,87,118,106,60,27,15,10,8,0,705,""
2022-03-19,371,249,172,297,218,97,53,34,13,11,71,0,1586,"",2022-03-19,141,130,62,107,79,43,18,11,2,3,0,596,""
2022-03-20,362,279,152,266,227,83,53,23,27,10,37,0,1519,"",2022-03-20,149,121,46,99,90,32,24,12,8,5,0,586,""
2022-03-21,251,171,126,167,131,71,37,14,8,9,24,0,1009,"",2022-03-21,81,74,44,62,59,31,16,5,2,3,0,377,""
2022-03-22,240,171,101,134,109,59,26,10,9,1,25,0,885,"",2022-03-22,103,85,38,48,43,21,10,5,3,0,0,356,""
2022-03-23,303,205,142,210,187,69,37,28,17,6,20,0,1224,"",2022-03-23,95,92,55,72,71,31,15,9,2,4,0,446,""
2022-03-24,460,366,236,347,295,148,68,52,33,20,23,0,2048,"",2022-03-24,168,180,87,149,92,49,31,24,11,1,0,792,""
2022-03-25,461,393,327,339,315,147,68,25,27,9,27,0,2138,"",2022-03-25,177,184,113,111,102,57,18,10,7,3,0,782,""
2022-03-26,318,283,236,302,288,130,63,33,18,11,18,0,1700,2022-03-28修正済（10歳未満1名減（旭川訂正））,2022-03-26,135,103,85,112,85,58,31,13,8,7,0,637,""
2022-03-27,321,292,195,244,239,81,44,25,17,14,25,0,1497,"",2022-03-27,149,111,58,79,94,23,15,12,4,7,0,552,""
2022-03-28,262,257,166,180,180,71,43,23,16,0,2,0,1200,"",2022-03-28,153,125,69,94,76,29,18,8,2,0,0,574,""
2022-03-29,288,295,152,194,190,86,46,37,26,27,26,0,1367,"",2022-03-29,126,126,52,82,59,36,26,15,9,14,0,545,""
2022-03-30,429,398,310,284,269,139,60,33,23,5,29,0,1979,"",2022-03-30,216,152,119,122,103,51,23,18,11,2,0,817,""
2022-03-31,375,417,337,348,320,143,65,37,27,16,21,0,2106,"",2022-03-31,207,176,115,146,118,50,23,19,8,7,0,869,""
2022-04-01,336,391,319,337,347,128,62,34,36,10,33,0,2033,"",2022-04-01,161,180,130,153,161,59,27,16,18,6,0,911,""
2022-04-02,356,386,324,333,296,141,58,33,24,8,26,0,1985,"",2022-04-02,175,184,121,154,98,55,31,18,6,2,0,844,""
2022-04-03,315,336,289,305,272,164,57,28,32,30,17,0,1845,"",2022-04-03,135,131,101,117,110,68,26,11,15,17,0,731,""
2022-04-04,292,272,236,248,255,142,63,30,24,10,5,0,1577,"",2022-04-04,154,147,97,127,128,70,39,20,16,3,0,801,""
2022-04-05,314,249,228,269,232,109,56,40,44,19,29,0,1589,"",2022-04-05,148,123,83,122,97,37,35,24,22,10,0,701,""
2022-04-06,465,392,364,351,381,203,87,42,34,19,32,0,2370,"",2022-04-06,174,159,119,141,128,68,40,23,21,11,0,884,""
2022-04-07,381,397,394,406,357,186,88,39,29,17,52,0,2346,"",2022-04-07,140,164,136,152,125,81,31,19,14,4,0,866,""
2022-04-08,356,416,340,350,349,194,86,47,22,7,49,0,2216,"",2022-04-08,145,180,127,144,138,80,42,26,11,4,0,897,""
2022-04-09,410,410,310,376,335,179,90,43,36,30,54,0,2273,2022-04-23修正済（70歳代1名減）,2022-04-09,198,159,119,160,146,74,49,20,16,10,0,951,2022-04-23修正済（70歳代1名減）
2022-04-10,396,372,337,328,322,193,73,42,31,24,27,0,2145,"",2022-04-10,186,175,124,131,141,101,41,18,14,10,0,941,""
2022-04-11,292,262,226,259,259,113,60,32,23,13,11,0,1550,"",2022-04-11,148,130,126,124,122,56,21,15,13,9,0,764,""
2022-04-12,443,328,219,317,263,117,66,34,38,11,69,0,1905,"",2022-04-12,219,164,82,159,118,51,36,17,19,3,0,868,""
2022-04-13,556,512,343,407,392,201,105,43,43,6,105,0,2713,"",2022-04-13,277,209,116,144,154,75,42,24,20,2,0,1063,""
2022-04-14,528,477,415,465,409,203,102,52,33,14,70,0,2768,"",2022-04-14,261,186,152,196,168,70,47,19,14,5,0,1118,""
2022-04-15,464,450,361,437,425,196,93,55,37,29,57,0,2604,2022-04-16修正済（10歳未満1名減）,2022-04-15,228,189,142,182,181,97,50,25,18,12,0,1124,2022-04-16修正済（10歳未満1名減）
2022-04-16,462,475,339,395,367,181,103,40,39,24,32,0,2457,"",2022-04-16,213,197,126,163,163,76,47,20,20,12,0,1037,""
2022-04-17,433,426,282,320,291,167,81,56,25,8,24,0,2113,"",2022-04-17,194,163,113,137,117,60,43,30,7,1,0,865,""
2022-04-18,355,367,224,288,281,114,68,35,17,7,10,0,1766,"",2022-04-18,183,192,130,161,132,63,32,16,7,5,0,921,""
2022-04-19,474,456,216,312,285,154,57,30,20,7,56,0,2067,"",2022-04-19,217,231,106,158,131,63,31,15,8,4,0,964,""
2022-04-20,664,707,352,459,420,184,85,80,38,30,39,0,3058,"",2022-04-20,305,351,147,219,185,72,45,38,24,13,0,1399,""
2022-04-21,680,685,359,469,471,209,99,47,39,20,54,0,3132,"",2022-04-21,286,316,138,187,177,87,35,24,23,6,0,1279,""
2022-04-22,510,622,341,465,466,173,91,63,43,27,44,0,2845,"",2022-04-22,214,273,135,174,165,73,30,41,28,14,0,1147,""
2022-04-23,485,626,306,491,432,212,90,57,38,14,34,0,2785,"",2022-04-23,229,302,142,218,174,83,43,28,17,2,0,1238,""
2022-04-24,484,602,279,434,432,188,92,50,24,15,33,0,2633,"",2022-04-24,202,250,98,175,183,58,46,23,9,4,0,1048,""
2022-04-25,410,449,196,274,289,95,58,32,24,23,17,0,1867,"",2022-04-25,203,231,91,148,137,52,39,21,14,18,0,954,""
2022-04-26,488,462,204,354,307,141,70,38,20,6,42,0,2132,"",2022-04-26,237,235,116,156,143,69,45,21,10,3,0,1035,""
2022-04-27,608,693,330,492,517,213,106,58,49,19,74,0,3159,"",2022-04-27,256,323,152,191,195,83,51,27,29,14,0,1321,""
2022-04-28,570,653,395,531,484,210,98,77,50,32,59,0,3159,"",2022-04-28,284,284,158,211,225,92,48,36,32,25,0,1395,""
2022-04-29,502,583,336,474,460,231,96,66,63,29,87,0,2927,"",2022-04-29,232,282,145,188,196,111,47,37,42,24,0,1304,""
2022-04-30,448,456,325,402,417,193,93,56,41,26,45,0,2502,"",2022-04-30,220,212,118,186,193,92,50,35,22,16,0,1144,""
2022-05-01,326,346,199,318,298,140,56,57,40,21,53,0,1854,"",2022-05-01,180,174,105,171,131,61,27,26,22,15,0,912,""
2022-05-02,379,366,198,293,259,132,68,43,34,20,13,0,1805,"",2022-05-02,217,221,107,149,139,80,43,20,25,13,0,1014,""
2022-05-03,325,269,221,276,276,131,57,42,27,13,81,0,1718,"",2022-05-03,192,163,110,141,138,58,24,22,16,8,0,872,""
2022-05-04,359,416,312,321,302,130,79,52,45,32,42,0,2090,"",2022-05-04,186,213,141,152,146,62,38,29,28,25,0,1020,""
2022-05-05,313,369,251,298,310,129,62,55,33,16,18,0,1854,"",2022-05-05,169,183,126,130,162,54,27,20,13,5,0,889,""
2022-05-06,276,310,227,262,267,116,60,45,45,30,30,0,1668,"",2022-05-06,154,169,94,123,139,61,27,27,25,18,0,837,""
2022-05-07,325,371,362,345,309,149,72,44,36,29,70,0,2112,"",2022-05-07,171,169,106,136,133,52,32,22,16,13,0,850,""
2022-05-08,486,573,531,465,448,222,133,82,62,28,85,0,3115,"",2022-05-08,212,248,183,189,176,87,56,40,26,12,0,1229,""
2022-05-09,330,476,480,445,349,182,100,83,47,31,33,0,2556,"",2022-05-09,163,229,166,195,143,71,44,31,16,17,0,1075,""
2022-05-10,313,478,497,328,331,170,98,53,45,18,69,0,2400,"",2022-05-10,184,264,242,178,178,97,54,30,21,9,0,1257,""
2022-05-11,401,605,730,470,460,242,116,77,53,27,78,0,3259,"",2022-05-11,211,283,272,221,169,97,57,30,24,10,0,1374,""
2022-05-12,414,601,651,461,448,232,129,93,59,29,59,0,3176,"",2022-05-12,202,305,278,211,211,103,58,50,31,12,0,1461,""
2022-05-13,417,555,584,438,458,243,133,72,64,26,43,0,3033,2022-06-07修正済（10歳代1名減）,2022-05-13,204,249,258,198,186,113,73,37,24,11,0,1353,2022-06-07修正済（10歳代1名減）
2022-05-14,431,492,482,396,373,231,102,75,68,49,72,0,2771,"",2022-05-14,240,250,197,180,187,109,51,41,40,26,0,1321,""
2022-05-15,438,380,400,323,369,203,121,93,82,52,27,0,2488,"",2022-05-15,186,169,143,108,151,105,64,47,48,39,0,1060,""
2022-05-16,402,352,279,314,272,137,81,55,70,37,22,0,2021,"",2022-05-16,203,173,96,138,139,62,43,27,37,25,0,943,""
2022-05-17,369,339,252,267,273,140,80,61,37,18,68,0,1904,"",2022-05-17,214,225,127,123,148,80,40,34,21,10,0,1022,""
2022-05-18,597,424,378,388,368,190,95,72,59,36,70,0,2677,"",2022-05-18,268,206,142,180,155,75,37,25,21,12,0,1121,""
2022-05-19,599,446,390,450,365,191,113,76,64,43,74,0,2811,"",2022-05-19,303,214,152,198,163,80,59,35,24,18,0,1246,""
2022-05-20,436,440,359,459,400,172,85,65,61,31,45,0,2553,"",2022-05-20,218,221,155,211,202,84,42,36,27,14,0,1210,""
2022-05-21,450,334,311,401,308,156,84,82,58,25,31,0,2240,"",2022-05-21,219,186,136,195,147,71,42,38,24,14,0,1072,""
2022-05-22,409,291,253,334,324,140,102,80,58,31,43,0,2065,"",2022-05-22,169,128,87,135,127,50,38,41,30,19,0,824,""
2022-05-23,325,213,166,270,217,92,62,53,47,16,7,0,1468,"",2022-05-23,137,114,72,99,87,42,37,38,22,6,0,654,""
2022-05-24,260,224,149,217,210,98,66,45,36,14,50,0,1369,"",2022-05-24,130,107,71,97,112,51,30,27,21,9,0,655,""
2022-05-25,458,299,263,318,293,172,92,68,42,32,57,0,2094,"",2022-05-25,160,130,110,127,119,84,52,34,19,15,0,850,""
2022-05-26,396,295,221,348,280,154,80,72,50,22,32,0,1950,"",2022-05-26,146,121,80,115,115,55,43,36,24,12,0,747,""
2022-05-27,283,230,210,309,256,118,77,58,36,18,29,0,1624,"",2022-05-27,123,109,92,137,104,42,37,31,17,10,0,702,""
2022-05-28,276,224,184,255,242,90,80,59,50,39,16,0,1515,"",2022-05-28,138,99,66,95,90,45,35,28,30,19,0,645,""
2022-05-29,267,170,121,232,206,86,60,35,28,16,20,0,1241,"",2022-05-29,110,59,41,68,65,27,28,14,8,8,0,428,""
2022-05-30,167,154,102,141,156,64,33,33,24,12,8,0,894,"",2022-05-30,69,64,31,50,54,27,14,18,11,9,0,347,""
2022-05-31,176,144,104,132,129,67,48,38,23,19,23,0,903,"",2022-05-31,102,71,38,57,63,37,27,15,10,8,0,428,""
2022-06-01,287,183,123,207,183,76,63,44,23,12,39,0,1240,"",2022-06-01,150,82,49,102,84,29,37,24,12,4,0,573,""
2022-06-02,229,154,139,193,204,105,58,65,36,13,19,0,1215,"",2022-06-02,111,61,53,88,86,48,28,30,14,10,0,529,""
2022-06-03,198,154,104,197,161,68,48,47,33,14,14,0,1038,"",2022-06-03,103,60,39,102,68,29,26,21,16,11,0,475,""
2022-06-04,180,143,99,155,129,74,37,37,22,10,13,0,899,"",2022-06-04,92,58,40,61,46,35,17,23,10,6,0,388,""
2022-06-05,211,131,92,135,147,72,39,37,27,12,7,0,910,"",2022-06-05,101,47,40,59,53,25,16,9,9,6,0,365,""
2022-06-06,139,94,95,114,87,40,25,35,14,6,0,0,649,"",2022-06-06,74,46,39,53,44,14,11,13,4,2,0,300,""
2022-06-07,196,77,76,109,93,44,17,21,39,8,21,0,701,"",2022-06-07,121,37,38,49,41,23,9,12,14,2,0,346,""
2022-06-08,317,166,138,182,189,73,49,36,25,13,33,0,1221,"",2022-06-08,157,76,63,95,83,31,26,18,8,5,0,562,""
2022-06-09,234,132,104,183,125,77,42,34,24,15,22,0,992,"",2022-06-09,111,61,40,101,47,31,19,12,9,9,0,440,""
2022-06-10,215,109,109,178,143,61,44,35,19,11,18,0,942,"",2022-06-10,86,46,42,78,53,26,22,9,3,3,0,368,""
2022-06-11,198,103,97,160,127,58,45,35,21,10,18,0,872,"",2022-06-11,96,48,40,73,58,23,18,10,4,4,0,374,""
2022-06-12,180,112,90,145,100,53,45,22,23,27,15,0,812,"",2022-06-12,77,53,31,49,28,17,15,7,6,10,0,293,""
2022-06-13,140,76,51,93,80,34,21,23,11,6,1,0,536,"",2022-06-13,62,30,14,43,42,18,10,8,3,0,0,230,""
2022-06-14,156,89,61,107,89,33,17,15,26,12,16,0,621,"",2022-06-14,73,47,25,37,38,13,7,6,14,9,0,269,""
2022-06-15,225,136,137,133,143,71,37,30,32,11,10,0,965,"",2022-06-15,109,67,57,56,62,27,16,11,12,3,0,420,""
2022-06-16,213,120,107,167,121,66,41,26,16,18,7,0,902,"",2022-06-16,90,56,45,69,53,22,17,14,8,10,0,384,""
2022-06-17,144,109,117,165,120,49,32,29,15,11,4,0,795,"",2022-06-17,66,61,52,89,45,15,13,7,7,7,0,362,""
2022-06-18,132,88,94,117,119,49,44,23,11,10,5,0,692,"",2022-06-18,52,38,45,47,52,24,15,10,4,5,0,292,""
2022-06-19,138,101,70,137,114,55,30,24,17,10,7,0,703,"",2022-06-19,52,44,27,48,46,19,9,3,10,7,0,265,""
2022-06-20,99,68,51,82,60,29,16,13,10,4,2,0,434,"",2022-06-20,43,23,15,32,26,10,3,3,7,2,0,164,""
2022-06-21,99,84,48,64,77,29,21,19,13,9,10,0,473,"",2022-06-21,46,55,27,34,39,16,7,10,4,5,0,243,""
2022-06-22,154,103,98,111,112,61,35,28,8,3,10,0,723,"",2022-06-22,69,46,45,54,46,19,14,15,2,1,0,311,""
2022-06-23,157,108,105,118,120,61,39,17,15,11,2,0,753,"",2022-06-23,76,51,39,53,54,25,15,6,3,4,0,326,""
2022-06-24,141,87,79,117,118,41,34,30,17,3,6,0,673,"",2022-06-24,78,47,31,49,51,20,14,17,9,0,0,316,""
2022-06-25,121,76,83,87,84,51,37,30,8,4,4,0,585,"",2022-06-25,57,31,32,39,39,19,15,15,2,4,0,253,""
2022-06-26,115,67,58,112,105,33,28,17,8,5,2,0,550,"",2022-06-26,51,33,23,53,51,19,14,8,4,2,0,258,""
2022-06-27,78,38,34,62,46,12,16,19,12,1,0,0,318,"",2022-06-27,28,17,6,21,22,6,3,6,3,0,0,112,""
2022-06-28,116,63,48,73,55,30,14,14,3,1,4,0,421,"",2022-06-28,53,27,25,42,34,14,4,4,2,0,0,205,""
2022-06-29,188,85,84,127,81,51,27,24,17,7,21,0,712,"",2022-06-29,85,48,35,61,37,20,13,17,5,3,0,324,""
2022-06-30,146,74,61,120,113,51,43,21,9,0,7,0,645,"",2022-06-30,76,37,31,56,44,20,18,10,6,0,0,298,""
