date,medical_first_pfizer,medical_first_moderna,medical_first_astrazeneca,medical_second_pfizer,medical_second_moderna,medical_second_astrazeneca,elderly_first_pfizer,elderly_first_moderna,elderly_first_astrazeneca,elderly_second_pfizer,elderly_second_moderna,elderly_second_astrazeneca,worker_first_pfizer,worker_first_moderna,worker_first_astrazeneca,worker_second_pfizer,worker_second_moderna,worker_second_astrazeneca,duplicate_first_pfizer,duplicate_first_moderna,duplicate_first_astrazeneca,duplicate_second_pfizer,duplicate_second_moderna,duplicate_second_astrazeneca
20211208,0,0,0,0,0,0,5896,483,4,21910,920,17,0,-663,0,0,17507,0,0,9051,0,0,11939,0
20211209,0,0,0,0,0,0,4172,410,9,19838,747,350,0,0,0,0,0,0,0,4488,0,0,4860,0
20211210,0,0,0,0,0,0,6829,721,3,40640,1418,33,0,0,0,0,0,0,0,10307,0,0,7806,0
20211211,0,0,0,0,0,0,10016,579,4,57385,1904,28,0,0,0,0,0,0,0,0,0,0,0,0
20211212,0,0,0,0,0,0,3979,259,0,22857,1108,8,0,0,0,0,0,0,0,0,0,0,0,0
20211213,0,0,0,0,0,0,4139,190,0,19862,734,19,0,0,0,0,0,0,0,7150,0,0,7641,0
20211214,0,0,0,0,0,0,6542,256,14,6783,442,244,0,0,0,0,0,0,0,8016,0,0,11056,0
20211215,0,0,0,0,0,0,8394,599,14,19634,764,22,0,-1480,0,0,8409,0,0,5778,0,0,5614,0
20211216,0,0,0,0,0,0,8714,649,5,18115,705,95,0,0,0,0,0,0,0,2509,0,0,1736,0
20211217,0,0,0,0,0,0,19770,975,2,36346,2007,24,0,0,0,0,0,0,0,962,0,0,745,0
20211218,0,0,0,0,0,0,32065,663,3,53260,1476,50,0,0,0,0,0,0,0,962,0,0,745,0
20211219,0,0,0,0,0,0,12703,1233,8,20028,1075,6,0,0,0,0,0,0,0,962,0,0,745,0
20211220,0,0,0,0,0,0,5237,342,2,16166,596,19,0,0,0,0,0,0,0,6956,0,0,3806,0
20211221,0,0,0,0,0,0,10076,161,13,16023,263,49,0,0,0,0,0,0,0,1375,0,0,1628,0
20211222,0,0,0,0,0,0,10268,621,4,14987,674,53,0,348,0,0,1528,0,0,7774,0,0,6627,0
20211223,0,0,0,0,0,0,8117,430,5,12941,566,54,0,348,0,0,1528,0,0,4486,0,0,3651,0
20211224,0,0,0,0,0,0,12398,586,3,21185,1047,6,0,348,0,0,1528,0,0,2529,0,0,1220,0
20211225,0,0,0,0,0,0,20124,413,42,38436,810,26,0,348,0,0,1528,0,0,2529,0,0,1220,0
20211226,0,0,0,0,0,0,8197,192,3,15587,446,4,0,348,0,0,1528,0,0,2529,0,0,1220,0
20211227,0,0,0,0,0,0,4561,175,0,8278,227,0,0,47,0,0,4671,0,0,5941,0,0,4620,0
20211228,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,4671,0,0,-84401,0,0,-60969,0
